type;niveau;categorie;allemand;francais;anglais;exemple_de;exemple_fr;exemple_en
adverbe;A2;Art und Weise;ehrlich;honnêtement;honestly;Sag mir ehrlich, was du denkst.;Dis-moi honnêtement ce que tu penses.;Tell me honestly what you think.
adverbe;A2;Art und Weise;richtig;correctement;correctly;Du hast die Aufgabe richtig gelöst.;Tu as résolu l'exercice correctement.;You solved the task correctly.
adverbe;A2;Art und Weise;falsch;de travers, incorrectement;wrongly;Ich habe die Adresse falsch geschrieben.;J'ai écrit l'adresse de travers.;I wrote the address wrongly.
adverbe;A2;Art und Weise;höflich;poliment;politely;Er hat höflich um Hilfe gebeten.;Il a poliment demandé de l'aide.;He politely asked for help.
adverbe;A2;Grad/Menge;ziemlich;assez, plutôt;rather;Der Weg war ziemlich lang.;Le chemin était plutôt long.;The way was rather long.
adverbe;A2;Grad/Menge;besonders;particulièrement;especially;Heute ist es besonders kalt.;Aujourd'hui, il fait particulièrement froid.;Today it is especially cold.
adverbe;A2;Grad/Menge;kaum;à peine;hardly;Ich kann dich kaum hören.;Je t'entends à peine.;I can hardly hear you.
adverbe;A2;Grad/Menge;mindestens;au moins;at least;Der Kurs dauert mindestens drei Monate.;Le cours dure au moins trois mois.;The course lasts at least three months.
adverbe;A2;Grad/Menge;höchstens;tout au plus;at most;Wir bleiben höchstens eine Stunde.;Nous restons une heure tout au plus.;We'll stay at most an hour.
adverbe;A2;Grad/Menge;ungefähr;environ;approximately;Die Fahrt dauert ungefähr zwei Stunden.;Le trajet dure environ deux heures.;The trip takes approximately two hours.
adverbe;A2;Grad/Menge;etwa;à peu près;about;Das Buch kostet etwa zwanzig Euro.;Le livre coûte à peu près vingt euros.;The book costs about twenty euros.
adverbe;A2;Grad/Menge;total;totalement;totally;Nach der Arbeit bin ich total müde.;Après le travail, je suis totalement épuisé.;After work I'm totally tired.
adverbe;A2;Grad/Menge;ganz;tout à fait, entièrement;quite, entirely;Das ist ganz einfach.;C'est tout à fait simple.;That's quite simple.
adverbe;A2;Grad/Menge;mehr;plus, davantage;more;Du solltest mehr schlafen.;Tu devrais dormir davantage.;You should sleep more.
adverbe;A2;Grund/Folge;darum;c'est pour ça;that's why;Er war krank, darum ist er nicht gekommen.;Il était malade, c'est pour ça qu'il n'est pas venu.;He was ill, that's why he didn't come.
adverbe;A2;Grund/Folge;daher;de ce fait;hence;Der Zug fiel aus, daher kamen wir zu spät.;Le train a été supprimé, de ce fait nous sommes arrivés en retard.;The train was cancelled, hence we arrived late.
adverbe;A2;Grund/Folge;deswegen;pour cette raison;for that reason;Es hat geschneit, deswegen fahren wir langsam.;Il a neigé, pour cette raison nous roulons lentement.;It snowed, for that reason we're driving slowly.
adverbe;A2;Grund/Folge;trotzdem;malgré tout;nevertheless;Es regnete, trotzdem sind wir spazieren gegangen.;Il pleuvait, malgré tout nous sommes allés nous promener.;It was raining, nevertheless we went for a walk.
adverbe;A2;Grund/Folge;sonst;sinon;otherwise;Beeil dich, sonst verpassen wir den Bus.;Dépêche-toi, sinon nous raterons le bus.;Hurry up, otherwise we'll miss the bus.
adverbe;A2;Grund/Folge;dadurch;de cette manière, par là;thereby;Er hat viel geübt und dadurch die Prüfung bestanden.;Il s'est beaucoup entraîné et a de cette manière réussi l'examen.;He practised a lot and thereby passed the exam.
adverbe;A2;Verbindung/Logik;außerdem;en outre, de plus;besides;Die Wohnung ist günstig, außerdem liegt sie zentral.;L'appartement est bon marché, de plus il est central.;The flat is cheap, besides it's central.
adverbe;A2;Verbindung/Logik;vielleicht;peut-être;maybe;Vielleicht kommt sie später noch.;Peut-être qu'elle viendra plus tard.;Maybe she'll come later.
adverbe;A2;Verbindung/Logik;natürlich;bien sûr;of course;Natürlich helfe ich dir.;Bien sûr que je t'aide.;Of course I'll help you.
adverbe;A2;Verbindung/Logik;sicherlich;certainement;certainly;Das war sicherlich ein Missverständnis.;C'était certainement un malentendu.;That was certainly a misunderstanding.
adverbe;A2;Verbindung/Logik;leider;malheureusement;unfortunately;Leider ist der Kurs schon voll.;Malheureusement, le cours est déjà complet.;Unfortunately the course is already full.
adverbe;A2;Verbindung/Logik;hoffentlich;espérons que;hopefully;Hoffentlich wird das Wetter besser.;Espérons que le temps s'améliore.;Hopefully the weather will get better.
adverbe;A2;Frageadverbien;wohin;où (direction);where to;Wohin fährst du in den Ferien?;Où vas-tu pendant les vacances ?;Where are you going on holiday?
adverbe;A2;Frageadverbien;woher;d'où;where from;Woher kommst du?;D'où viens-tu ?;Where do you come from?
adverbe;A2;Frageadverbien;wie lange;combien de temps;how long;Wie lange wohnst du schon hier?;Depuis combien de temps habites-tu ici ?;How long have you been living here?
adverbe;A2;Frageadverbien;wie oft;combien de fois;how often;Wie oft gehst du schwimmen?;Combien de fois vas-tu nager ?;How often do you go swimming?
adverbe;A2;Zeit;früher;autrefois, avant;formerly, in the past;Früher hat sie in Berlin gewohnt.;Avant, elle habitait à Berlin.;She used to live in Berlin.
adverbe;A2;Zeit;nun;maintenant, or;now;Nun müssen wir eine Entscheidung treffen.;Maintenant, nous devons prendre une décision.;Now we have to make a decision.
adverbe;A2;Ort/Richtung;daneben;à côté;next to it;Die Post ist links, die Bank ist daneben.;La poste est à gauche, la banque est à côté.;The post office is on the left, the bank is next to it.
adverbe;A2;Häufigkeit;einmal;une fois;once;Ich gehe einmal pro Woche schwimmen.;Je vais nager une fois par semaine.;I go swimming once a week.
adverbe;A2;Ort/Richtung;her;par ici (vers moi);here (towards me);Komm mal her!;Viens ici !;Come here!
adverbe;A2;Zeit;noch;encore;still, yet;Ich habe noch fünf Minuten Zeit.;J'ai encore cinq minutes.;I still have five minutes.
adverbe;A2;Nuance/Ton;sogar;même, voire;even;Es war kalt, es hat sogar geschneit.;Il faisait froid, il a même neigé.;It was cold, it even snowed.
adverbe;A2;Nuance/Ton;wenigstens;au moins;at least;Ruf mich wenigstens an!;Appelle-moi au moins !;At least give me a call!
adverbe;A2;Nuance/Ton;eigentlich;en fait, à vrai dire;actually;Eigentlich wollte ich früher kommen.;En fait, je voulais venir plus tôt.;Actually, I wanted to come earlier.
adverbe;A2;Verbindung/Logik;dafür;en revanche, pour cela;in return, for that;Das Hotel ist teuer, dafür sehr ruhig.;L'hôtel est cher, mais en revanche très calme.;The hotel is expensive, but very quiet in return.
adverbe;A2;Grad/Menge;pro;par;per;Der Kurs kostet zwanzig Euro pro Stunde.;Le cours coûte vingt euros de l'heure.;The course costs twenty euros per hour.
adverbe;A2;Ort/Richtung;außerhalb;en dehors de;outside;Wir wohnen außerhalb der Stadt.;Nous habitons en dehors de la ville.;We live outside the city.
adverbe;A2;Zeit;vorbei;fini, passé;over, past;Der Winter ist endlich vorbei.;L'hiver est enfin fini.;Winter is finally over.
adverbe;A2;Ort/Richtung;vorn;devant, à l'avant;at the front;Die Kinder sitzen vorn im Bus.;Les enfants sont assis à l'avant du bus.;The children sit at the front of the bus.
adverbe;A2;Grad/Menge;nichts;rien;nothing;Im Kühlschrank ist nichts mehr.;Il n'y a plus rien dans le frigo.;There's nothing left in the fridge.
adverbe;A2;Grad/Menge;jemand;quelqu'un;someone;Hat jemand meinen Schlüssel gesehen?;Quelqu'un a-t-il vu ma clé ?;Has anyone seen my key?
adverbe;A2;Grad/Menge;niemand;personne;nobody;Niemand war zu Hause.;Personne n'était à la maison.;Nobody was at home.
adverbe;A2;Art und Weise;anders;autrement, différemment;differently;Bei uns macht man das anders.;Chez nous, on fait ça autrement.;We do it differently here.
adverbe;A2;Häufigkeit;dreimal;trois fois;three times;Ich gehe dreimal pro Woche schwimmen.;Je vais nager trois fois par semaine.;I go swimming three times a week.
adverbe;A2;Zeit;lange;longtemps;for a long time;Ich habe lange auf dich gewartet.;Je t'ai attendu longtemps.;I waited for you a long time.
adverbe;A2;Häufigkeit;zweimal;deux fois;twice;Ich habe zweimal geklingelt.;J'ai sonné deux fois.;I rang twice.
adverbe;A2;Häufigkeit;dienstags;le mardi;on Tuesdays;Dienstags habe ich Deutschkurs.;Le mardi, j'ai un cours d'allemand.;On Tuesdays I have a German class.
adverbe;A2;Häufigkeit;mittwochs;le mercredi;on Wednesdays;Mittwochs ist die Praxis geschlossen.;Le mercredi, le cabinet est fermé.;On Wednesdays the surgery is closed.
adverbe;A2;Häufigkeit;donnerstags;le jeudi;on Thursdays;Donnerstags gehe ich schwimmen.;Le jeudi, je vais nager.;On Thursdays I go swimming.
adverbe;A2;Häufigkeit;freitags;le vendredi;on Fridays;Freitags arbeite ich nur bis zwei.;Le vendredi, je ne travaille que jusqu'à deux heures.;On Fridays I only work until two.
adverbe;A2;Häufigkeit;samstags;le samedi;on Saturdays;Samstags ist der Markt am größten.;Le samedi, le marché est le plus grand.;On Saturdays the market is biggest.
adverbe;A2;Häufigkeit;sonntags;le dimanche;on Sundays;Sonntags haben die Geschäfte zu.;Le dimanche, les magasins sont fermés.;On Sundays the shops are closed.
adverbe;A2;Häufigkeit;viermal;quatre fois;four times;Ich habe viermal angerufen.;J'ai appelé quatre fois.;I called four times.
adverbe;A2;Häufigkeit;fünfmal;cinq fois;five times;Ich habe fünfmal geklingelt.;J'ai sonné cinq fois.;I rang five times.
adverbe;B1;Zeit;bereits;déjà (soutenu);already;Die Anmeldung ist bereits abgelaufen.;L'inscription est déjà expirée.;The registration has already expired.
adverbe;B1;Zeit;seitdem;depuis lors;since then;Er ist umgezogen und seitdem sehen wir uns selten.;Il a déménagé et depuis lors nous nous voyons rarement.;He moved and since then we rarely see each other.
adverbe;B1;Zeit;vorhin;tout à l'heure (passé);a little while ago;Vorhin hat jemand für dich angerufen.;Tout à l'heure, quelqu'un a appelé pour toi.;A little while ago someone called for you.
adverbe;B1;Zeit;kürzlich;récemment;recently;Die Firma hat kürzlich neue Regeln eingeführt.;L'entreprise a récemment introduit de nouvelles règles.;The company recently introduced new rules.
adverbe;B1;Zeit;demnächst;prochainement;shortly;Der neue Bahnhof wird demnächst eröffnet.;La nouvelle gare ouvrira prochainement.;The new station will open shortly.
adverbe;B1;Zeit;künftig;à l'avenir;in future;Künftig werden die Anträge online gestellt.;À l'avenir, les demandes se feront en ligne.;In future the applications will be filed online.
adverbe;B1;Zeit;anschließend;ensuite;subsequently;Wir besichtigen das Museum und essen anschließend zusammen.;Nous visitons le musée et mangeons ensuite ensemble.;We'll visit the museum and eat together subsequently.
adverbe;B1;Zeit;schließlich;finalement;in the end;Nach langer Diskussion haben wir schließlich zugestimmt.;Après une longue discussion, nous avons finalement accepté.;After a long discussion we agreed in the end.
adverbe;B1;Zeit;zunächst;dans un premier temps;at first;Zunächst müssen wir die Kosten prüfen.;Dans un premier temps, nous devons vérifier les coûts.;At first we have to check the costs.
adverbe;B1;Zeit;mittlerweile;entre-temps, désormais;by now;Mittlerweile spricht sie fließend Deutsch.;Désormais, elle parle couramment allemand.;By now she speaks German fluently.
adverbe;B1;Zeit;jederzeit;à tout moment;at any time;Sie können mich jederzeit anrufen.;Vous pouvez m'appeler à tout moment.;You can call me at any time.
adverbe;B1;Zeit;rechtzeitig;à temps;on time;Bitte melde dich rechtzeitig an.;Inscris-toi à temps, s'il te plaît.;Please register on time.
adverbe;B1;Zeit;gegenwärtig;actuellement (soutenu);at present;Gegenwärtig gibt es keine freien Plätze.;Actuellement, il n'y a pas de places libres.;At present there are no free places.
adverbe;B1;Zeit;nachts;la nuit;at night;Nachts ist es in diesem Viertel sehr ruhig.;La nuit, ce quartier est très calme.;At night this neighbourhood is very quiet.
adverbe;B1;Zeit;morgens;le matin;in the morning;Morgens trinke ich immer einen Kaffee.;Le matin, je bois toujours un café.;In the morning I always drink a coffee.
adverbe;B1;Zeit;mittags;à midi;at noon;Mittags schließt der Laden für eine Stunde.;À midi, le magasin ferme une heure.;At noon the shop closes for an hour.
adverbe;B1;Zeit;wochenlang;pendant des semaines;for weeks;Er hat wochenlang auf eine Antwort gewartet.;Il a attendu une réponse pendant des semaines.;He waited for weeks for an answer.
adverbe;B1;Zeit;jahrelang;pendant des années;for years;Sie hat jahrelang im Ausland gelebt.;Elle a vécu à l'étranger pendant des années.;She lived abroad for years.
adverbe;B1;Ort/Richtung;hinein;à l'intérieur (mouvement);into (away from speaker);Er öffnete die Tür und ging hinein.;Il a ouvert la porte et est entré.;He opened the door and went in.
adverbe;B1;Ort/Richtung;heraus;dehors (vers moi);out (towards speaker);Die Katze kam langsam heraus.;Le chat est sorti lentement.;The cat slowly came out.
adverbe;B1;Ort/Richtung;herein;entrez (vers moi);in (towards speaker);Kommen Sie bitte herein!;Entrez, je vous en prie !;Please come in!
adverbe;B1;Ort/Richtung;hinaus;dehors (loin de moi);out (away from speaker);Sie ging wortlos hinaus.;Elle est sortie sans un mot.;She went out without a word.
adverbe;B1;Ort/Richtung;dorthin;là-bas (direction);there (direction);Wie kommen wir am schnellsten dorthin?;Comment y arrive-t-on le plus vite ?;What's the fastest way to get there?
adverbe;B1;Ort/Richtung;hierher;ici (direction);here (direction);Komm bitte hierher!;Viens ici, s'il te plaît !;Please come here!
adverbe;B1;Ort/Richtung;unterwegs;en route;on the way;Ich bin schon unterwegs zum Bahnhof.;Je suis déjà en route pour la gare.;I'm already on the way to the station.
adverbe;B1;Ort/Richtung;nirgendwo;nulle part;nowhere;Ich finde meinen Ausweis nirgendwo.;Je ne trouve ma carte d'identité nulle part.;I can't find my ID anywhere.
adverbe;B1;Ort/Richtung;außen;à l'extérieur;on the outside;Außen ist das Haus grau gestrichen.;À l'extérieur, la maison est peinte en gris.;On the outside the house is painted grey.
adverbe;B1;Ort/Richtung;innen;à l'intérieur;on the inside;Innen wirkt die Wohnung viel größer.;À l'intérieur, l'appartement paraît bien plus grand.;On the inside the flat looks much bigger.
adverbe;B1;Ort/Richtung;seitlich;sur le côté;sideways;Der Eingang liegt seitlich vom Gebäude.;L'entrée se trouve sur le côté du bâtiment.;The entrance is on the side of the building.
adverbe;B1;Ort/Richtung;rückwärts;en marche arrière;backwards;Er fuhr rückwärts aus der Garage.;Il est sorti du garage en marche arrière.;He drove backwards out of the garage.
adverbe;B1;Häufigkeit;stets;toujours (soutenu);always (formal);Die Mitarbeiter sind stets freundlich.;Les employés sont toujours aimables.;The staff are always friendly.
adverbe;B1;Häufigkeit;ständig;constamment;constantly;Er unterbricht mich ständig.;Il m'interrompt constamment.;He constantly interrupts me.
adverbe;B1;Häufigkeit;dauernd;sans arrêt;all the time;Das Telefon klingelt dauernd.;Le téléphone sonne sans arrêt.;The phone rings all the time.
